id_tse;cargo;nome_completo;numero_candidato;nome_urna;situacao_candidatura;detalhe_situacao_candidatura;numero_partido;sigla_partido;nome_partido;municipio_nascimento;data_nascimento;genero;grau_instrucao;estado_civil;cor_raca;ocupacao;reeleicao;venceu;situacao_candidatura_urna;bens;receita_campanha;despesa_contratada_campanha;deputado_number;votes
250000623558;SENADOR;ANTONIO FERNANDES DOS SANTOS NETO;123;ANTONIO NETO;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;SOROCABA;19/12/1952;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ANALISTA DE SISTEMAS;N;NÃO ELEITO;DEFERIDO;2363363.08;722865.0;640058.29;;
250000612162;DEPUTADO FEDERAL;APARECIDO RUFINO DA SILVA;2730;PASTOR RUFINO;INAPTO;INDEFERIDO;27;DC;DEMOCRACIA CRISTÃ;REGISTRO;02/12/1970;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;EMPRESÁRIO;N;NÃO ELEITO;INDEFERIDO COM RECURSO;;;;2730.0;0.0
250000606227;DEPUTADO FEDERAL;EVERSON MARCOS DE OLIVEIRA;1077;PR EVERSON MARCOS;APTO;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;ITAPETININGA;04/10/1967;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;25000.0;59600.15;53907.0;1077.0;6615.0
250000605399;DEPUTADO FEDERAL;MARCOS ANTONIO DE ALMEIDA RIBEIRO;4557;MARQUINHOS DA PREVENÇÃO;APTO;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;BERNARDINO DE CAMPOS;06/02/1957;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;684370.3;7650.0;5255.9;4557.0;2870.0
250000601517;DEPUTADO ESTADUAL;GISELE CRISTIANE VIEIRA;50456;GISELE VIEIRA;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;TAUBATÉ;17/08/1974;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;ADVOGADO;N;SUPLENTE;DEFERIDO;140739.83;1853.66;1558.72;;
250000619489;DEPUTADO FEDERAL;JOSÉ APARECIDO DE LIRA;2245;JOSÉ LIRA;APTO;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;MIRANTE DO PARANAPANEMA;10/08/1965;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;N;SUPLENTE;DEFERIDO;1559791.63;1025582.25;968400.0;2245.0;14536.0
250000609200;DEPUTADO ESTADUAL;MARIO CÉSAR BARBOSA CONCEIÇÃO;16800;BARBOSA;APTO;DEFERIDO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;ARACAJU;20/02/1966;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;AGENTE POSTAL;N;NÃO ELEITO;DEFERIDO;8000.0;1226.23;373.2;;
250000608539;DEPUTADO ESTADUAL;TALITHA CICILINI GARAVATI;31550;TALITHA CICILINI;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;SÃO PAULO;17/05/1994;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADMINISTRADOR;N;SUPLENTE;DEFERIDO;;;;;
250000615207;DEPUTADO FEDERAL;MARCIA BUENO DA SILVA;1456;MARCIA BUENO;APTO;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;SÃO PAULO;13/09/1970;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;213147.94999999998;25000.0;25000.55;1456.0;891.0
250000615160;DEPUTADO FEDERAL;MARCELO THEODORO DE AGUIAR;4012;MARCELO AGUIAR;APTO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;SAO PAULO;16/09/1973;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;CANTOR E COMPOSITOR;S;SUPLENTE;DEFERIDO;293533.27;706600.0;674943.64;4012.0;36888.0
250000604985;DEPUTADO ESTADUAL;MARIA NILVA SEVERINO GONÇALVES;77880;PROFESSORA NILVA;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;REGINÓPOLIS;10/06/1958;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;N;SUPLENTE;DEFERIDO;1000000.0;81401.81;74454.0;;
250000608541;DEPUTADO ESTADUAL;THEREZINHA MARIA DE JESUS DA SILVA;31202;THEREZINHA É FOGO;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;CAFELANDIA;16/12/1955;FEMININO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;SUPLENTE;INDEFERIDO COM RECURSO;;3000.0;3000.0;;
250000600443;DEPUTADO FEDERAL;JULIO RODRIGUES DA SILVA NETO;9071;JULIO NETO;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;SÃO BERNARDO DO CAMPO;21/09/1966;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;OUTROS;N;NÃO ELEITO;DEFERIDO;58000.0;3000.0;3355.2;9071.0;581.0
250000615148;2º SUPLENTE;RICARDO BARBOSA CALVET;191;RICARDO CALVET;APTO;DEFERIDO;19;PODE;PODEMOS;SÃO PAULO;20/01/1957;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;OUTROS;N;NÃO ELEITO;DEFERIDO;234057.48;;;;
250000618483;DEPUTADO ESTADUAL;EDINEI ROCHA SANTANA;44182;NEIA ROCHA;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;SÃO PAULO;17/03/1969;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;OUTROS;N;NÃO ELEITO;DEFERIDO;;;;;
250000613403;DEPUTADO ESTADUAL;LAURO LISBOA FILHO;17334;TIO LAURO;APTO;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;SÃO PAULO;30/03/1959;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;MOTORISTA PARTICULAR;N;SUPLENTE;DEFERIDO;;;;;
250000618582;DEPUTADO ESTADUAL;MARCELO SOLON RODRIGUES;44774;MARCELO SOLON;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;SÃO PAULO;25/03/1969;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ECONOMISTA;N;NÃO ELEITO;DEFERIDO;;2458.0;1000.0;;
250000607068;DEPUTADO ESTADUAL;PATRICIA LUCIA GOUVEIA DA SILVA;70018;PATRICIA GOUVEIA;APTO;DEFERIDO;70;AVANTE;AVANTE;SÃO PAULO;25/05/1982;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PRETA;OUTROS;N;SUPLENTE;DEFERIDO;;1194.4299999999998;;;
250000623524;DEPUTADO ESTADUAL;RONALDO FLORIDO DE OLIVEIRA;12022;RONALDO FLORIDO;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;SÃO PAULO;18/05/1973;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;N;SUPLENTE;DEFERIDO;627969.0900000001;11750.0;6833.2;;
250000604010;DEPUTADO FEDERAL;OMAR COUTO DA SILVA;1532;OMAR COUTO;APTO;DEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;SÃO PAULO;16/05/1975;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;VIGILANTE;N;SUPLENTE;DEFERIDO;7774.07;15950.74;9988.2;1532.0;330.0
250000605479;DEPUTADO FEDERAL;GISLAINE LAMBERT DE BRITO DOS SANTOS;5520;GISLAINE LAMBERT;APTO;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;SÃO PAULO;19/04/1968;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;N;SUPLENTE;DEFERIDO;504000.0;55000.0;55000.0;5520.0;658.0
250000601949;DEPUTADO FEDERAL;SANDRA MARIA GONÇALVES;3080;SANDRA GONÇALVES;APTO;DEFERIDO;30;NOVO;PARTIDO NOVO;SÃO PAULO;04/03/1946;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PSICÓLOGO;N;SUPLENTE;DEFERIDO;6214049.3;36436.0;36436.0;3080.0;4823.0
250000602949;DEPUTADO FEDERAL;ADRIANA GUEDES MACHADO;5164;ADRIANA GUEDES;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;ALTONIA;10/09/1978;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;POLICIAL MILITAR;N;NÃO ELEITO;DEFERIDO;;16110.5;12439.6;5164.0;1113.0
250000604053;1º SUPLENTE;RODRIGO IGLESIAS ARENAS;151;RODRIGO ARENAS;APTO;DEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;SÃO PAULO;30/07/1971;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;N;NÃO ELEITO;DEFERIDO;686000.0;;;;
250000628968;DEPUTADO ESTADUAL;AGNALDO ALVES PEREIRA;33666;JUNINHO STYLO;APTO;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;FRANCISCOALVES;29/07/1976;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);BRANCA;CABELEIREIRO E BARBEIRO;N;SUPLENTE;DEFERIDO;;600.0;;;
250000623892;DEPUTADO FEDERAL;ALEXANDRE ROCHA SANTOS PADILHA;1354;ALEXANDRE PADILHA;APTO;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;SÃO PAULO;14/09/1971;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO SUPERIOR;N;ELEITO POR QP;DEFERIDO;720000.0;1036531.23;1129622.42;1354.0;87576.0
250000603005;DEPUTADO FEDERAL;OSVALDO CORREIA;5196;PROFESSOR OSVALDO;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;VALPARAISO;20/05/1955;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;PROFESSOR DE ENSINO FUNDAMENTAL;N;NÃO ELEITO;DEFERIDO;104000.0;2770.5;1000.0;5196.0;151.0
250000624066;DEPUTADO ESTADUAL;CELIO DE SOUZA;13775;CELIO DE SOUZA;INAPTO;INDEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;SANTA CRUZ DO RIO PARDO;03/11/1974;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;VIGILANTE;N;NÃO ELEITO;INDEFERIDO COM RECURSO;;;;;
250000609917;DEPUTADO ESTADUAL;ROSANE OLIVEIRA DA COSTA;54991;ROSANE COSTA;APTO;DEFERIDO;54;PPL;PARTIDO PÁTRIA LIVRE;SANTOS;27/04/1976;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;DONA DE CASA;N;NÃO ELEITO;DEFERIDO;210000.0;;;;
250000618640;DEPUTADO ESTADUAL;REGINALDO SOARES DOS SANTOS;44234;BELO;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;GRANDES RIOS;27/10/1976;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;ENFERMEIRO;N;NÃO ELEITO;DEFERIDO;;;;;
250000604952;DEPUTADO ESTADUAL;DENIZE JUNQUEIRA DE LIMA;77999;DENIZE JUNQUEIRA;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;PARANAIBA;08/10/1960;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PRETA;CABELEIREIRO E BARBEIRO;N;SUPLENTE;DEFERIDO;128500.0;52901.05;37192.3;;
250000606823;DEPUTADO ESTADUAL;GENIVALDO BARBOSA DOS SANTOS;65265;KAKÁ DO AUTOCENTER;APTO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;SÃO PAULO;14/09/1976;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;MECÂNICO DE MANUTENÇÃO;N;SUPLENTE;DEFERIDO;58000.0;16827.48;16000.0;;
250000623476;DEPUTADO ESTADUAL;ADENILSON APARECIDO BARBOSA;12999;EXCLUSIVO;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;OSVALDO CRUZ;05/02/1972;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;VEREADOR;N;SUPLENTE;DEFERIDO;109954.05;7884.6;5000.0;;
250000613722;DEPUTADO FEDERAL;ARLINDO PEREIRA FIGUEIREDO JUNIOR;3133;FIGUEIREDO JOGO LEGAL;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;SÃO PAULO;11/02/1959;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;690000.0;316700.0;238933.93;3133.0;5004.0
250000623957;DEPUTADO FEDERAL;MARIO YUKIYASU TERUYA;1381;PROF. MARIO TERUYA;APTO;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;IRAPURU;12/03/1960;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);AMARELA;PROFESSOR DE ENSINO FUNDAMENTAL;N;SUPLENTE;DEFERIDO;247582.58000000002;20218.73;15000.0;1381.0;2268.0
250000605652;DEPUTADO ESTADUAL;WIVIANE MARIA SPAZIANI;45007;WIVIANE SPAZIANI TIBERTI;APTO;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;SÃO CARLOS;07/08/1967;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;FONOAUDIÓLOGO;N;SUPLENTE;DEFERIDO;20859.62;435166.63;247668.05;;
250000602950;DEPUTADO FEDERAL;ANTONIO GUSTAVO ALVES LOPES;5130;GUSTAVO LOPES;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;APARECIDA;15/01/1985;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ARQUITETO;N;NÃO ELEITO;DEFERIDO;193147.75;5600.0;5600.0;5130.0;2329.0
250000608443;DEPUTADO ESTADUAL;ADRIANA LUCIA BARRETO;31900;ADRIANA BARRETO;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;SÃO JOSÉ DOS CAMPOS;21/11/1974;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;;1000.0;1000.0;;
250000600412;DEPUTADO FEDERAL;ANTONIO DOS ANJOS MELQUIADES;9061;MELQUI;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;SÃO PAULO;06/07/1954;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ANALISTA DE SISTEMAS;N;NÃO ELEITO;DEFERIDO;;7295.01;7092.37;9061.0;4734.0
250000602970;DEPUTADO ESTADUAL;MARIA ALICE ARAÚJO LIMBERG;51322;ALICE LIMBERG;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;SÃO VICENTE;05/02/1958;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ESCULTOR E PINTOR;N;SUPLENTE;DEFERIDO;17600.0;10000.0;10011.0;;
250000623753;DEPUTADO ESTADUAL;FILIPE AUGUSTO FORNARI MONTANHOLI;19977;DR. FILIPE FORNARI;APTO;DEFERIDO;19;PODE;PODEMOS;ARAÇATUBA;25/05/1985;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;MÉDICO;N;SUPLENTE;DEFERIDO;1791107.3199999998;118192.3;118192.3;;
250000604086;DEPUTADO FEDERAL;PILTON RIOS DE BARROS FELIX PEREIRA;1516;PILTON RIOS;APTO;DEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;LINS;15/03/1974;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;PECUARISTA;N;SUPLENTE;DEFERIDO;512622.68000000005;28206.090000000004;22255.35;1516.0;759.0
250000615147;2º SUPLENTE;JOSE BRITO DE FRANÇA;400;JOSE BRITO DE FRANÇA;APTO;DEFERIDO;43;PV;PARTIDO VERDE;SÃO PAULO;01/05/1970;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;OUTROS;N;NÃO ELEITO;INDEFERIDO COM RECURSO;400500.0;;;;
250000615283;DEPUTADO ESTADUAL;FABRICIO AMARO ANDRADE;40505;FABRICIO AMARO;APTO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;BOITUVA;27/03/1979;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ARQUITETO;N;SUPLENTE;DEFERIDO;1003630.04;2013.2;1513.2;;
250000600547;DEPUTADO ESTADUAL;ANDRÉA MARIA DOS SANTOS;90194;ANDREA SANTOS;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;SÃO PAULO;27/09/1971;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;OUTROS;N;SUPLENTE;DEFERIDO;200000.0;;;;
250000623657;DEPUTADO ESTADUAL;DANIEL DA CRUZ SILVA;28878;O AVIÃOZINHO DOS TECLADOS;INAPTO;INDEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;CASTELO DO PIAUI;22/04/1969;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;CANTOR E COMPOSITOR;N;;;;803.64;;;
250000617767;DEPUTADO FEDERAL;ANA PAULA CARVALHO BEATHALTER;3333;ANA PAULA BEATHALTER;APTO;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;ITAMBE;28/08/1980;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;ADVOGADO;N;NÃO ELEITO;DEFERIDO;;145467.0;139972.45;3333.0;7288.0
250000624096;DEPUTADO FEDERAL;SONIA CRISTINA NEVES;2813;SONIA NEVES;APTO;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;SANTOS;02/12/1963;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;NÃO ELEITO;DEFERIDO;;12502.91;7763.2;2813.0;306.0
250000601924;DEPUTADO ESTADUAL;CICERO DE OLIVEIRA SALLES JUNIOR;30700;CICERO SALLES;APTO;DEFERIDO;30;NOVO;PARTIDO NOVO;ESTADOS UNIDOS DA AMÉRICA;26/09/1962;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ENGENHEIRO;N;SUPLENTE;DEFERIDO;1267200.0;2455.0;2455.0;;
250000623902;DEPUTADO FEDERAL;EDSON DA PAZ;1356;EDSON DA PAZ CANTOR CADEIRANTE;APTO;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;QUEBRANGULO;11/06/1952;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;CANTOR E COMPOSITOR;N;SUPLENTE;DEFERIDO;363000.0;18716.23;15000.0;1356.0;1816.0
250000602897;DEPUTADO ESTADUAL;LAURINDA FRANCISCA DOS SANTOS;51760;LAURINDA DOS SANTOS;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;SÃO PAULO;27/09/1967;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;COMERCIANTE;N;SUPLENTE;DEFERIDO;;3295.0;;;
250000606853;DEPUTADO ESTADUAL;ALCIDES AMAZONAS ARAUJO DOS SANTOS;65100;ALCIDES AMAZONAS;APTO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;SÃO PAULO;03/10/1962;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;N;SUPLENTE;DEFERIDO;;138892.57;125335.0;;
250000604000;DEPUTADO FEDERAL;YGOR SILVEIRA BUENO;1523;YGOR BUENO;APTO;DEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;TAUBATÉ;14/01/1995;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;N;SUPLENTE;DEFERIDO;61367.37;61980.74;54882.53;1523.0;3445.0
250000601505;DEPUTADO FEDERAL;CARLOS ROBERTO ALVES DE SENA;5043;BETO SENA;INAPTO;INDEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;SÃO PAULO;08/01/1965;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;NÃO ELEITO;INDEFERIDO COM RECURSO;387000.0;;;5043.0;0.0
250000618583;DEPUTADO ESTADUAL;OSVALDO LIMA DA SILVA;44678;DR. LIMA SHALON;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;RIACHÃO DO JACUIPE;09/02/1967;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;N;NÃO ELEITO;DEFERIDO;;;;;
250000618585;DEPUTADO ESTADUAL;ALAINY PRYSCILLA OLIVEIRA DA SILVA;44018;PRYSCILLA;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;SÃO LUIS;16/08/1981;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;N;NÃO ELEITO;DEFERIDO;;40.0;40.0;;
250000606998;DEPUTADO ESTADUAL;ERICA CRISTINA VIARO;70227;ERICA CRISTINA;APTO;DEFERIDO;70;AVANTE;AVANTE;TABAPUÃ;17/09/1979;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;;1194.4299999999998;;;
250000617813;DEPUTADO FEDERAL;TIAGO APARECIDO SILVA ROCHA;3336;TIAGO ROCHA;APTO;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;ITU;12/10/1988;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PRETA;OUTROS;N;NÃO ELEITO;DEFERIDO;135000.0;500.0;500.0;3336.0;103.0
250000613443;DEPUTADO ESTADUAL;THIAGO FELIPE NEVES;17681;NEVES;APTO;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;PANORAMA;05/07/1984;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS;N;SUPLENTE;DEFERIDO;;62248.67;9861.1;;
250000604909;DEPUTADO FEDERAL;LUCIMEIRE GONÇALVES PEREIRA;7738;TUCCA DO KIOSK 38;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;MONTE CARMELO;08/12/1975;FEMININO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRANCA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;60000.0;46970.87;30387.31;7738.0;345.0
250000600411;DEPUTADO FEDERAL;ANTONIO APARECIDO FERREIRA;9046;TONINHO BOIADEIRO;INAPTO;INDEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;SANASTÁCIO;25/09/1963;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;N;NÃO ELEITO;INDEFERIDO COM RECURSO;2004380.0;33923.2;41077.22;9046.0;0.0
250000608548;DEPUTADO ESTADUAL;WALDIR FRANCISCO LIMA;31222;WALDIR LIMA;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;SÃO PAULO;15/05/1957;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;COMERCIANTE;N;SUPLENTE;DEFERIDO;15000.0;10000.0;10000.0;;
250000601944;DEPUTADO ESTADUAL;MARCO ANTONIO RIBEIRO FEITOSA;30017;MARCO FEITOSA ;APTO;DEFERIDO;30;NOVO;PARTIDO NOVO;SÃO JOSE DO RIO PRETO;18/04/1979;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;N;SUPLENTE;DEFERIDO;513740.86;51325.47;47511.27;;
250000600559;DEPUTADO ESTADUAL;ISABEL CRISTINA DA SILVA CALDERONE;90996;ISABEL CALDERONE;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;SÃO PAULO;27/10/1965;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;GERENTE;N;SUPLENTE;DEFERIDO;;31500.0;32066.85;;
250000613350;DEPUTADO ESTADUAL;JULIO CÉSAR MARTINS CASARIN;17059;DR JULIO CASARIN;APTO;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;PORTO ALEGRE;16/07/1965;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;ADVOGADO;N;SUPLENTE;DEFERIDO;158294.03;13523.869999999999;13182.630000000001;;
250000601939;GOVERNADOR;ROGERIO CHEQUER RAMALHO MACHADO;30;ROGERIO CHEQUER;APTO;DEFERIDO;30;NOVO;PARTIDO NOVO;SÃO PAULO;12/04/1968;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;ENGENHEIRO;N;NÃO ELEITO;DEFERIDO;9002477.61;1461173.61;1437119.38;;
250000627911;DEPUTADO ESTADUAL;MARCOS PRUDENTE CAJE;36904;MARCOS CAJE;APTO;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;IGRREJA NOVA;25/04/1961;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;N;NÃO ELEITO;DEFERIDO;;10.0;10.0;;
250000601557;DEPUTADO ESTADUAL;MADALENA SILVA SANTOS;50234;MADALENA SANTOS;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;PIATÃ;18/09/1978;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;OUTROS;N;SUPLENTE;DEFERIDO;147600.0;1199.02;222.75;;
250000612177;DEPUTADO FEDERAL;MARCELO ALVES DA SILVA;2738;MARCELO ALEMÃO;INAPTO;INDEFERIDO;27;DC;DEMOCRACIA CRISTÃ;SÃO PAULO;19/06/1968;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;N;;;;3163.04;;;
250000601969;DEPUTADO FEDERAL;JONATHAN AYRES CASTELLANO;3002;JONATHAN CASTELLANO;APTO;DEFERIDO;30;NOVO;PARTIDO NOVO;SÃO PAULO;13/10/1965;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;ADMINISTRADOR;N;SUPLENTE;DEFERIDO;466150.0;2850.1;2562.04;3002.0;5533.0
